item_proposed	item_desired	date_proposed	date_reviewed	accepted
3989	3203	2022-04-25	2022-05-06	0
3990	5653	2022-04-20	2022-04-21	1
3995	3184	2022-04-26		
3996	5355	2022-06-07	2022-06-13	1
3998	3106	2022-05-04	2022-05-05	1
3999	6035	2022-04-15		
4000	5618	2022-04-29		
4004	5224	2022-05-10	2022-05-16	0
4005	127	2022-04-26		
4006	2849	2022-05-13	2022-05-23	1
4010	7219	2022-06-01		
4013	6841	2022-04-15	2022-06-03	0
4015	3680	2022-06-07		
4016	4821	2022-04-15	2022-05-10	1
4019	3627	2022-04-22	2022-05-31	0
4020	2129	2022-04-27	2022-05-02	1
4021	3973	2022-04-15		
4023	589	2022-05-13	2022-06-02	1
4025	3034	2022-04-28	2022-05-06	0
4027	3084	2022-05-16	2022-06-06	1
4028	623	2022-06-03		
4028	4487	2022-04-21	2022-05-24	0
4032	5918	2022-04-21		
4033	1022	2022-04-20	2022-06-03	0
4033	3724	2022-06-07	2022-06-13	1
4034	2985	2022-04-26	2022-05-30	0
4035	1154	2022-04-22	2022-05-17	0
4036	2307	2022-06-01		
4038	972	2022-04-27	2022-05-20	1
4039	5682	2022-05-27	2022-06-08	1
4041	6433	2022-04-15	2022-05-03	1
4042	5682	2022-04-18	2022-05-03	0
4049	2388	2022-05-25	2022-05-30	1
4049	2884	2022-04-29	2022-05-11	0
4050	2446	2022-04-26	2022-05-20	1
4051	783	2022-05-30	2022-06-02	0
4052	5558	2022-05-26	2022-06-06	1
4054	2218	2022-04-21	2022-05-02	1
4055	3014	2022-04-19	2022-06-06	0
4056	6305	2022-04-25	2022-04-26	1
4062	5973	2022-05-12		
4065	5352	2022-05-30		
4070	6641	2022-04-15	2022-05-05	1
4074	1430	2022-06-10		
4076	5741	2022-04-18	2022-04-19	1
4077	2675	2022-05-02		
4080	4646	2022-05-20	2022-05-26	0
4082	2533	2022-04-15	2022-05-06	1
4083	5294	2022-05-02		
4089	1231	2022-04-18	2022-05-24	1
4090	3851	2022-04-15	2022-04-21	1
4091	3028	2022-06-08		
4092	6484	2022-04-22	2022-04-25	1
4093	1056	2022-04-19	2022-04-27	0
4093	4855	2022-05-31		
4095	5560	2022-04-21	2022-04-27	1
4096	2112	2022-04-20		
4098	3090	2022-04-18	2022-05-25	1
4100	6555	2022-04-27	2022-06-02	0
4101	1312	2022-06-08		
4107	7180	2022-04-18	2022-05-06	1
4109	2244	2022-04-21	2022-04-26	1
4114	1528	2022-05-04	2022-05-19	1
4116	75	2022-05-13	2022-05-24	0
4116	2256	2022-06-03	2022-06-08	0
4117	6359	2022-04-20	2022-04-22	1
4122	5439	2022-04-15	2022-05-17	0
4124	4173	2022-05-09	2022-05-24	1
4126	6431	2022-04-26	2022-05-10	0
4127	544	2022-04-19	2022-05-03	0
4127	5873	2022-05-19	2022-05-30	1
4128	5619	2022-04-21	2022-05-20	0
4129	1585	2022-04-20		
4130	3038	2022-05-20		
4130	5373	2022-04-21	2022-05-12	0
4131	334	2022-05-03	2022-06-09	0
4134	4496	2022-04-15	2022-05-03	1
4135	3643	2022-05-26	2022-05-31	1
4136	4108	2022-04-19	2022-05-03	1
4137	3207	2022-04-27	2022-06-14	1
4138	5286	2022-04-18	2022-05-18	1
4139	5798	2022-05-02		
4140	5696	2022-05-13		
4141	4227	2022-05-20	2022-06-06	0
4142	6781	2022-04-19		
4145	6983	2022-04-15	2022-04-27	0
4147	1347	2022-04-19	2022-05-12	0
4148	7308	2022-06-02		
4149	1097	2022-05-26	2022-05-30	0
4151	3598	2022-04-15		
4152	1366	2022-04-20	2022-04-28	0
4152	6759	2022-05-09		
4153	704	2022-05-11	2022-05-30	1
4153	2995	2022-04-27	2022-05-05	0
4155	4574	2022-04-19	2022-05-02	1
4156	5207	2022-05-18		
4156	7282	2022-05-04	2022-05-16	0
4159	5777	2022-04-22	2022-05-30	1
4161	7256	2022-04-27		
4162	5521	2022-04-25	2022-06-06	1
4168	563	2022-05-04	2022-05-30	0
4168	3690	2022-06-06	2022-06-08	1
4172	5529	2022-04-25	2022-04-29	1
4177	7039	2022-05-18		
4180	1089	2022-04-20		
4185	2317	2022-05-30		
4186	4981	2022-04-22	2022-04-29	0
4186	7070	2022-05-02	2022-05-25	1
4187	3820	2022-05-09		
4191	4520	2022-05-11	2022-05-19	1
4196	2414	2022-04-27	2022-05-03	1
4197	4764	2022-04-18		
4198	1526	2022-04-21	2022-04-25	0
4199	5950	2022-06-02		
4200	4898	2022-04-15	2022-04-20	1
4201	3761	2022-04-26	2022-05-02	1
4202	565	2022-05-04	2022-05-31	0
4203	6272	2022-04-22	2022-05-02	1
4204	2800	2022-04-18	2022-04-26	1
4206	4239	2022-04-22	2022-05-17	1
4207	6353	2022-05-18	2022-05-24	0
4208	476	2022-05-04		
4209	2376	2022-06-07		
4209	5703	2022-04-19	2022-04-20	0
4212	3100	2022-04-21	2022-05-24	1
4215	6146	2022-05-02		
4217	3299	2022-04-15	2022-05-23	1
4221	1437	2022-06-07		
4222	3135	2022-05-02	2022-05-13	1
4224	2164	2022-05-20	2022-05-25	1
4225	2824	2022-04-19	2022-05-27	1
4226	2942	2022-04-18	2022-04-20	0
4226	6835	2022-05-13	2022-06-07	1
4227	7241	2022-05-19	2022-05-20	0
4231	4933	2022-04-15	2022-04-19	1
4232	1835	2022-04-20	2022-04-28	1
4233	5330	2022-05-23	2022-05-24	1
4234	755	2022-04-27		
4235	7410	2022-04-25	2022-05-10	1
4236	5308	2022-04-19	2022-04-21	1
4237	21	2022-04-18	2022-05-16	0
4238	4842	2022-05-31		
4240	1837	2022-05-27		
4240	3047	2022-04-21	2022-05-09	0
4245	3264	2022-04-28	2022-05-04	1
4248	4615	2022-05-11	2022-06-06	0
4250	5563	2022-04-27	2022-05-06	1
4251	215	2022-04-20	2022-06-09	0
4251	1598	2022-06-14		
4253	4291	2022-04-18	2022-05-10	0
4253	6966	2022-05-24	2022-06-06	0
4258	5178	2022-04-29	2022-05-03	1
4259	4713	2022-04-21	2022-05-19	0
4261	428	2022-06-14		
4262	278	2022-04-21	2022-04-27	0
4264	5795	2022-05-19	2022-05-31	1
4265	5475	2022-04-20	2022-04-21	1
4266	1452	2022-04-15	2022-06-14	1
4267	7023	2022-04-18	2022-05-18	1
4268	4125	2022-04-28	2022-05-02	1
4269	3192	2022-04-20	2022-05-13	0
4274	2327	2022-04-18	2022-04-19	1
4275	745	2022-04-21	2022-05-25	1
4278	953	2022-06-09		
4281	4712	2022-05-12		
4285	3044	2022-05-25		
4286	4684	2022-04-28	2022-05-20	1
4290	4426	2022-04-19	2022-06-03	1
4293	2799	2022-04-15	2022-05-02	1
4294	1128	2022-06-14		
4295	818	2022-04-21	2022-05-03	1
4296	2211	2022-04-15	2022-04-20	1
4297	3645	2022-05-02	2022-05-05	0
4297	6214	2022-05-05	2022-05-20	1
4300	5157	2022-06-03		
4300	5911	2022-04-29	2022-06-01	0
4301	5647	2022-04-25	2022-05-20	1
4303	452	2022-05-03		
4304	4974	2022-05-02	2022-05-05	1
4305	5775	2022-04-21	2022-05-25	1
4307	1795	2022-06-02		
4309	2812	2022-04-20	2022-04-26	1
4316	1248	2022-04-21	2022-06-03	1
4317	6411	2022-04-28	2022-05-12	0
4319	3063	2022-04-27	2022-05-24	0
4319	4726	2022-06-08		
4322	6681	2022-06-09		
4323	1531	2022-05-09	2022-05-24	1
4325	1976	2022-04-21	2022-04-22	1
4326	1137	2022-04-15	2022-05-16	0
4326	5298	2022-05-24		
4330	2503	2022-05-02		
4331	1513	2022-05-06	2022-05-10	1
4332	2439	2022-04-28	2022-05-05	1
4333	4247	2022-05-17	2022-06-01	1
4337	3070	2022-06-02	2022-06-09	0
4339	7350	2022-04-18	2022-05-04	1
4340	6368	2022-04-29	2022-06-03	1
4344	412	2022-04-15	2022-05-09	1
4348	7313	2022-04-25	2022-04-27	0
4351	6605	2022-04-19		
4352	11	2022-04-18	2022-05-25	0
4356	5035	2022-05-20		
4360	566	2022-04-26	2022-05-12	1
4361	7003	2022-04-21	2022-05-13	1
4362	7205	2022-04-25	2022-05-04	1
4363	1692	2022-06-07		
4363	3351	2022-04-15	2022-05-25	0
4365	5280	2022-05-26	2022-06-13	1
4365	6695	2022-04-20	2022-05-25	0
4366	3471	2022-05-10	2022-06-13	1
4371	5943	2022-04-20	2022-04-28	0
4373	160	2022-04-19	2022-05-25	1
4374	3221	2022-05-05	2022-05-18	1
4376	1804	2022-05-02	2022-05-20	1
4377	2427	2022-06-10		
4378	3173	2022-04-15	2022-06-14	1
4380	7128	2022-04-28	2022-04-29	1
4381	5450	2022-04-18	2022-05-02	1
4382	2796	2022-05-06		
4383	1111	2022-06-14		
4383	4252	2022-04-29	2022-05-04	0
4386	1534	2022-04-26	2022-05-04	1
4388	5431	2022-04-19	2022-05-09	0
4389	7199	2022-05-11		
4390	1109	2022-04-18	2022-05-31	0
4392	2506	2022-05-03	2022-05-16	0
4393	2836	2022-04-21	2022-04-29	1
4395	5378	2022-06-03		
4398	6695	2022-05-27		
4401	3943	2022-04-15		
4402	3901	2022-05-02	2022-05-23	1
4404	5345	2022-05-06		
4405	1369	2022-04-19	2022-05-03	1
4407	3321	2022-04-18	2022-04-28	0
4408	3506	2022-05-18	2022-05-23	0
4409	2679	2022-04-15	2022-05-11	1
4410	3588	2022-05-25		
4411	2191	2022-06-09		
4412	6908	2022-04-20	2022-05-17	1
4413	1719	2022-05-02	2022-06-08	1
4414	4193	2022-04-18	2022-05-26	0
4415	2127	2022-04-19	2022-04-22	1
4416	5278	2022-04-15	2022-04-28	0
4416	7292	2022-05-02	2022-05-12	1
4417	3061	2022-04-18		
4421	5046	2022-04-19	2022-04-27	0
4427	6885	2022-06-13		
4428	5319	2022-04-21		
4429	2935	2022-04-20	2022-04-21	1
4430	5664	2022-06-07		
4430	6601	2022-04-15	2022-05-16	0
4433	212	2022-05-30		
4437	4992	2022-05-10		
4438	5448	2022-05-31		
4443	5799	2022-04-18	2022-04-26	0
4444	6322	2022-04-19	2022-05-25	0
4444	6607	2022-05-26	2022-06-02	1
4445	4716	2022-05-04	2022-05-27	1
4445	5625	2022-04-26	2022-05-02	0
4451	7134	2022-05-10	2022-05-18	1
4453	1596	2022-04-25	2022-06-06	1
4455	990	2022-04-20	2022-04-25	0
4457	6944	2022-05-31	2022-06-09	1
4459	4884	2022-04-19	2022-04-20	0
4460	1104	2022-04-22	2022-05-02	0
4461	5003	2022-04-25		
4463	1423	2022-05-23	2022-05-30	0
4463	5122	2022-06-10		
4464	5458	2022-05-06	2022-06-03	0
4465	3528	2022-05-03	2022-05-10	0
4466	6070	2022-04-15	2022-05-19	0
4467	3553	2022-05-19	2022-06-02	1
4467	5551	2022-05-03	2022-05-06	0
4468	303	2022-04-15	2022-05-12	0
4468	1582	2022-05-24	2022-06-03	1
4469	1960	2022-05-06	2022-05-12	1
4469	4457	2022-04-22	2022-05-06	0
4470	4908	2022-04-20	2022-05-25	0
4471	5565	2022-04-18	2022-05-05	0
4472	4343	2022-05-12	2022-06-08	0
4473	6355	2022-04-27	2022-05-17	1
4474	2995	2022-04-15	2022-04-26	0
4474	6633	2022-04-29	2022-05-16	1
4476	6187	2022-05-25		
4483	1882	2022-04-20	2022-05-18	1
4484	6581	2022-06-01	2022-06-06	1
4486	1307	2022-04-15	2022-05-20	1
4493	1765	2022-04-29	2022-05-03	0
4494	5346	2022-04-25	2022-06-02	1
4495	1838	2022-04-26	2022-05-06	0
4495	3599	2022-05-12	2022-05-25	1
4498	3875	2022-04-19	2022-04-25	0
4498	4863	2022-04-28	2022-05-05	0
4498	6189	2022-05-19		
4499	7116	2022-04-20	2022-04-27	0
4500	5422	2022-05-11	2022-05-17	1
4501	6675	2022-04-19	2022-04-25	1
4503	3200	2022-06-13		
4507	387	2022-05-16	2022-05-24	1
4511	5099	2022-04-19	2022-04-25	0
4513	6394	2022-05-18	2022-05-24	1
4515	4630	2022-04-15	2022-05-20	0
4519	3727	2022-05-23	2022-05-24	1
4521	3265	2022-05-02	2022-06-06	1
4524	1537	2022-06-09		
4524	4163	2022-04-26	2022-05-19	0
4527	3978	2022-05-03		
4528	710	2022-04-15	2022-05-02	1
4536	25	2022-05-31		
4536	6833	2022-04-29	2022-05-30	0
4538	4158	2022-05-05	2022-06-10	1
4539	2768	2022-06-09		
4540	2898	2022-04-28	2022-05-10	0
4541	2565	2022-04-21	2022-05-17	0
4543	1631	2022-04-27	2022-05-05	1
4544	2289	2022-05-09	2022-05-17	1
4545	6461	2022-04-18	2022-05-12	1
4546	6731	2022-04-15	2022-04-25	0
4548	7363	2022-04-29	2022-05-31	1
4549	3325	2022-04-18	2022-05-04	1
4551	1238	2022-04-22	2022-05-31	1
4552	4315	2022-05-10	2022-05-20	1
4558	3477	2022-04-21	2022-05-02	1
4559	2952	2022-04-19	2022-05-20	1
4560	743	2022-04-18	2022-04-22	1
4568	1031	2022-05-27		
4570	2540	2022-06-10		
4571	3801	2022-06-09		
4571	4324	2022-04-22	2022-05-23	0
4575	3621	2022-05-06	2022-05-26	1
4576	6520	2022-04-20	2022-04-29	1
4579	576	2022-05-03	2022-05-04	1
4580	5165	2022-04-26	2022-06-03	0
4583	5722	2022-06-01	2022-06-08	0
4583	6432	2022-04-22	2022-05-26	0
4584	325	2022-04-15	2022-04-18	1
4585	2821	2022-06-14		
4586	4273	2022-05-31	2022-06-02	1
4588	557	2022-05-16	2022-05-26	0
4589	1920	2022-06-07		
4590	5175	2022-04-20	2022-05-18	0
4591	5566	2022-04-29	2022-05-24	1
4593	1530	2022-04-22	2022-05-05	1
4594	7093	2022-05-12		
4595	5230	2022-04-18	2022-05-20	0
4597	134	2022-04-20	2022-05-10	1
4598	402	2022-04-22		
4600	609	2022-05-12	2022-05-26	1
4602	3250	2022-04-20	2022-05-19	1
4603	4643	2022-04-18	2022-04-20	1
4604	1285	2022-04-26	2022-05-11	1
4606	5349	2022-04-27	2022-05-25	1
4608	4478	2022-04-15	2022-05-04	1
4609	3163	2022-04-22		
4612	2024	2022-04-20	2022-04-25	1
4613	6480	2022-04-15	2022-05-17	0
4614	194	2022-05-06	2022-05-24	0
4614	3120	2022-05-26		
4615	6726	2022-04-20	2022-04-22	0
4620	1862	2022-04-15	2022-04-19	1
4622	5851	2022-05-23	2022-05-27	1
4624	1250	2022-05-16		
4626	1296	2022-04-19		
4630	3408	2022-06-14		
4634	2930	2022-05-02	2022-05-20	0
4641	149	2022-04-19		
4642	892	2022-04-15	2022-05-04	0
4642	6469	2022-05-13		
4645	442	2022-04-25	2022-04-29	1
4646	2831	2022-05-03	2022-05-10	0
4647	5516	2022-04-15		
4649	1387	2022-05-17		
4652	3844	2022-04-27	2022-05-17	1
4653	4450	2022-05-10	2022-05-11	1
4656	5368	2022-04-18	2022-04-25	1
4657	2343	2022-05-16	2022-05-27	1
4658	3398	2022-04-22	2022-05-02	1
4660	72	2022-04-26	2022-05-03	0
4664	5133	2022-05-20	2022-05-31	1
4664	6020	2022-04-25	2022-05-10	0
4665	1020	2022-04-19	2022-05-18	1
4666	1406	2022-04-18	2022-05-16	1
4669	228	2022-04-25	2022-06-13	0
4670	3742	2022-05-02	2022-05-16	1
4671	4956	2022-04-21	2022-04-22	1
4672	5331	2022-05-23	2022-06-02	1
4673	6057	2022-04-15	2022-04-22	1
4674	5044	2022-06-01	2022-06-02	0
4675	4557	2022-05-25	2022-05-26	1
4675	7020	2022-05-17	2022-05-19	0
4678	6785	2022-04-25	2022-06-06	1
4680	7330	2022-05-31		
4682	73	2022-04-21	2022-05-05	1
4683	238	2022-04-19		
4685	6570	2022-04-22	2022-05-04	1
4689	7167	2022-04-26		
4690	619	2022-04-29	2022-05-04	1
4693	915	2022-04-18		
4697	2300	2022-04-15		
4702	26	2022-04-22	2022-04-29	1
4704	4880	2022-04-19	2022-04-21	1
4705	5292	2022-04-20		
4708	772	2022-05-17		
4710	1818	2022-04-19	2022-04-21	1
4719	2814	2022-04-25	2022-04-28	0
4722	3906	2022-04-26	2022-05-09	0
4723	2184	2022-04-21	2022-05-18	1
4725	4709	2022-04-19	2022-05-02	1
4729	1634	2022-05-19	2022-06-01	0
4734	3264	2022-04-15	2022-04-19	0
4736	1025	2022-04-29	2022-05-19	0
4740	4565	2022-05-25	2022-06-08	0
4741	4219	2022-04-15	2022-05-16	1
4742	3575	2022-05-17		
4743	3340	2022-04-25	2022-05-05	1
4744	999	2022-05-06	2022-05-09	0
4744	3139	2022-05-19		
4744	4896	2022-05-09	2022-05-13	0
4749	2841	2022-04-20		
4751	483	2022-04-29		
4752	4431	2022-04-15	2022-05-03	1
4753	2993	2022-05-06	2022-05-26	1
4754	1769	2022-05-30		
4756	2337	2022-04-18	2022-05-31	1
4757	4341	2022-04-19	2022-05-12	1
4758	169	2022-05-17	2022-05-27	0
4758	6089	2022-04-26	2022-05-17	0
4759	2978	2022-04-18	2022-05-20	1
4760	7296	2022-04-22		
4763	3445	2022-04-19	2022-04-26	1
4765	976	2022-05-06	2022-05-31	1
4766	1915	2022-04-29		
4767	809	2022-04-25	2022-06-10	0
4772	4947	2022-04-19	2022-04-29	1
4773	409	2022-04-15	2022-05-09	0
4774	3777	2022-04-20	2022-04-28	1
4775	5679	2022-04-29	2022-05-02	1
4777	7133	2022-06-07		
4783	3040	2022-04-18	2022-04-28	1
4784	7057	2022-04-22	2022-04-29	1
4785	6798	2022-05-13		
4790	6318	2022-05-04	2022-05-17	1
4793	5459	2022-05-26		
4798	3786	2022-05-23	2022-05-24	0
4799	2189	2022-04-15	2022-04-25	1
4800	2102	2022-05-27		
4802	5212	2022-04-19	2022-05-18	0
4804	2035	2022-05-26	2022-06-01	1
4808	3870	2022-05-06	2022-05-11	1
4809	6031	2022-05-03	2022-05-05	1
4811	1616	2022-04-20		
4813	4732	2022-04-15	2022-05-04	1
4819	4526	2022-04-25	2022-04-27	1
4823	1101	2022-05-12		
4824	3415	2022-04-22		
4825	3077	2022-05-18	2022-06-06	0
4826	4794	2022-04-15	2022-04-21	1
4827	4342	2022-05-12	2022-05-17	0
4828	3989	2022-05-27	2022-06-03	1
4831	5825	2022-04-19	2022-05-25	0
4834	5257	2022-06-01		
4835	2623	2022-04-21	2022-05-05	1
4839	1933	2022-05-10	2022-05-20	1
4840	1324	2022-04-19	2022-05-09	0
4845	31	2022-05-09	2022-05-16	1
4847	1909	2022-05-04	2022-05-23	0
4849	3514	2022-04-27	2022-05-02	1
4850	5536	2022-04-15	2022-04-18	0
4850	5656	2022-05-19		
4852	6437	2022-06-13		
4852	7365	2022-04-15	2022-05-18	0
4853	3388	2022-06-07		
4859	1315	2022-04-28	2022-05-04	1
4859	1574	2022-04-15	2022-04-22	0
4862	524	2022-06-03		
4864	5261	2022-04-19	2022-05-12	1
4868	5689	2022-05-04	2022-06-02	1
4868	6906	2022-04-20	2022-04-28	0
4870	3345	2022-06-10		
4870	6702	2022-05-09	2022-05-24	0
4873	458	2022-05-10	2022-06-01	1
4874	7103	2022-04-18	2022-05-27	1
4875	1376	2022-05-11	2022-05-12	1
4878	4807	2022-04-25	2022-05-31	1
4882	7375	2022-06-07		
4884	541	2022-04-21	2022-06-09	1
4885	6681	2022-04-19	2022-04-26	0
4888	3855	2022-04-27	2022-05-25	1
4889	4904	2022-04-25	2022-05-11	1
4891	205	2022-04-15	2022-05-02	1
4892	1142	2022-04-28	2022-05-06	1
4894	4686	2022-04-25	2022-05-17	0
4895	2226	2022-05-24		
4903	1730	2022-04-15	2022-05-02	1
4905	5460	2022-05-05	2022-05-16	1
4906	6366	2022-05-26	2022-06-10	1
4909	6449	2022-04-18	2022-05-04	1
4910	7280	2022-04-25	2022-05-09	0
4913	1037	2022-04-29	2022-05-20	1
4915	3966	2022-04-19	2022-05-20	1
4916	7274	2022-04-21		
4917	1550	2022-06-13		
4918	2998	2022-04-21	2022-04-29	1
4919	2339	2022-05-04	2022-05-24	1
4920	2174	2022-05-16	2022-06-09	0
4923	6313	2022-05-20	2022-06-03	1
4924	5393	2022-04-20	2022-06-13	1
4926	5776	2022-04-15	2022-05-09	1
4928	2738	2022-04-25	2022-04-26	1
4930	5253	2022-05-16		
4931	1840	2022-04-26	2022-05-31	0
4932	3576	2022-04-19	2022-05-25	1
4938	3883	2022-04-27	2022-05-19	1
4940	5221	2022-05-25	2022-06-01	1
4942	1591	2022-06-03		
4943	1536	2022-04-26	2022-05-12	1
4944	1787	2022-06-02	2022-06-13	0
4954	3792	2022-04-28		
4955	5821	2022-05-11	2022-05-26	1
4958	601	2022-04-18	2022-04-22	1
4959	5402	2022-04-22	2022-05-05	1
4960	817	2022-04-21		
4962	1335	2022-04-21	2022-05-25	0
4963	6539	2022-04-18	2022-04-29	1
4965	7132	2022-04-15	2022-04-27	1
4967	2673	2022-06-09		
4968	1941	2022-04-29	2022-05-12	0
4969	3440	2022-06-01		
4971	6402	2022-04-28		
4972	5505	2022-04-22	2022-06-14	0
4973	4667	2022-04-28	2022-06-06	0
4974	2153	2022-04-15	2022-04-28	0
4975	3413	2022-05-17	2022-05-25	0
4975	4359	2022-06-01		
4978	992	2022-04-18	2022-04-26	1
4984	4635	2022-04-15	2022-05-02	1
4987	6499	2022-05-25	2022-06-13	1
4990	5151	2022-05-23		
4990	7303	2022-04-25	2022-04-29	0
4991	7204	2022-05-12		
4994	5959	2022-04-22	2022-04-26	1
4995	7201	2022-04-28	2022-05-25	1
4997	1264	2022-05-09	2022-05-24	1
5001	3222	2022-05-24		
5001	7159	2022-04-20	2022-04-28	0
5004	178	2022-04-18		
5006	3674	2022-04-19	2022-05-02	0
5007	669	2022-04-15	2022-04-18	0
5008	321	2022-04-25		
5009	1074	2022-04-27	2022-05-02	1
5010	4239	2022-04-21	2022-04-22	0
5013	6208	2022-04-29	2022-05-17	0
5015	4650	2022-06-07		
5016	6799	2022-04-18	2022-04-19	1
5017	854	2022-04-15	2022-04-26	0
5017	2223	2022-05-04	2022-05-20	1
5019	1784	2022-05-16	2022-05-17	0
5021	7113	2022-04-26	2022-06-03	1
5023	4440	2022-04-22	2022-05-27	1
5025	4115	2022-05-06	2022-05-19	1
5028	4046	2022-05-09		
5031	5454	2022-05-24		
5032	3165	2022-06-06	2022-06-08	0
5033	1345	2022-06-01	2022-06-08	1
5036	3757	2022-04-19	2022-04-27	1
5040	3822	2022-04-28	2022-05-16	0
5043	1029	2022-04-19	2022-05-13	1
5047	7047	2022-04-20	2022-05-26	1
5051	70	2022-05-17	2022-05-19	0
5052	5434	2022-04-27		
5053	5697	2022-04-20	2022-04-27	1
5054	1880	2022-04-18	2022-04-22	1
5055	3375	2022-04-18	2022-05-06	1
5057	4510	2022-04-15	2022-04-29	1
5058	6662	2022-04-29	2022-05-05	1
5061	5923	2022-05-04	2022-05-23	0
5065	3499	2022-04-28	2022-05-05	0
5067	6203	2022-04-27	2022-05-11	0
5068	6942	2022-05-27		
5069	2318	2022-05-26	2022-06-06	1
5074	2319	2022-05-19		
5075	7019	2022-04-19	2022-05-04	1
5076	5466	2022-05-10		
5077	5189	2022-05-24		
5078	4260	2022-04-18	2022-05-11	1
5079	5092	2022-05-09	2022-05-23	1
5081	884	2022-04-15		
5082	3561	2022-04-22	2022-04-27	0
5083	4292	2022-05-03	2022-05-09	0
5086	1256	2022-04-20	2022-06-14	0
5088	2617	2022-04-15		
5090	2964	2022-05-11	2022-06-10	1
5093	4	2022-05-04		
5094	2092	2022-04-19		
5095	5627	2022-05-02	2022-06-07	0
5095	6003	2022-04-15	2022-04-28	0
5096	1395	2022-04-18	2022-05-03	1
5098	5014	2022-05-26	2022-06-09	1
5102	1023	2022-05-16	2022-05-20	0
5106	5729	2022-05-23	2022-06-01	1
5108	6858	2022-04-20	2022-05-19	1
5110	7261	2022-06-06		
5111	1770	2022-05-24	2022-06-14	0
5111	6386	2022-04-29	2022-05-13	0
5113	6626	2022-05-04	2022-05-05	1
5113	7281	2022-04-15	2022-04-18	0
5115	2067	2022-04-19	2022-04-22	1
5117	6594	2022-04-20	2022-05-26	1
5119	4420	2022-05-13		
5119	4795	2022-04-25	2022-05-09	0
5120	5482	2022-04-27	2022-05-13	1
5121	6472	2022-04-18	2022-05-03	1
5123	1223	2022-05-20		
5125	1681	2022-05-06		
5126	928	2022-04-15	2022-04-19	0
5127	4640	2022-05-17	2022-05-23	1
5134	7066	2022-06-06	2022-06-08	0
5134	7179	2022-04-15	2022-05-30	0
5137	6510	2022-05-11		
5140	2502	2022-05-06		
5142	3658	2022-05-23	2022-06-01	1
5143	1869	2022-04-20	2022-04-27	1
5144	3824	2022-04-15	2022-04-18	1
5146	3114	2022-04-21	2022-05-02	0
5146	7264	2022-05-18	2022-05-26	1
5147	2864	2022-06-14		
5148	484	2022-04-15	2022-04-21	0
5148	4616	2022-04-26		
5150	2231	2022-05-19	2022-05-27	1
5152	1068	2022-04-29	2022-05-19	0
5153	2098	2022-04-15	2022-05-20	1
5154	831	2022-04-25	2022-04-26	0
5154	5491	2022-05-02	2022-05-20	1
5155	4120	2022-04-19	2022-04-20	1
5156	2165	2022-04-20	2022-05-17	1
5158	5847	2022-06-13		
5160	5432	2022-05-06	2022-05-24	1
5161	1060	2022-04-29	2022-05-04	0
5162	1674	2022-04-15	2022-04-22	1
5164	1709	2022-04-15	2022-04-20	1
5166	3179	2022-04-28	2022-05-19	1
5167	3903	2022-05-02	2022-06-10	1
5170	5348	2022-04-15	2022-06-03	1
5171	1288	2022-05-25		
5173	487	2022-06-03		
5174	7262	2022-04-25	2022-05-27	1
5175	5272	2022-06-01		
5179	3428	2022-05-04	2022-06-13	0
5181	1225	2022-04-15	2022-05-18	0
5182	4992	2022-04-22	2022-04-29	0
5183	5357	2022-04-29	2022-05-13	1
5185	4897	2022-04-20	2022-05-20	1
5186	22	2022-04-29	2022-06-06	1
5187	2961	2022-04-19	2022-05-17	1
5188	218	2022-04-15	2022-04-26	1
5189	4433	2022-04-21	2022-05-16	0
5194	7106	2022-05-05	2022-05-10	1
5195	2325	2022-04-28	2022-05-13	1
5197	1714	2022-04-22	2022-04-27	1
5197	5353	2022-04-19	2022-04-21	0
5199	1656	2022-04-21	2022-06-10	0
5200	5125	2022-04-15	2022-04-27	0
5201	2050	2022-04-18	2022-05-05	1
5202	1889	2022-04-21	2022-05-16	1
5203	6985	2022-04-19	2022-04-22	1
5204	4263	2022-04-15	2022-05-04	1
5206	153	2022-04-15		
5207	6939	2022-04-28	2022-05-06	0
5209	2268	2022-04-27	2022-04-28	1
5210	1759	2022-05-27		
5210	2684	2022-04-21	2022-05-13	0
5217	2962	2022-04-22	2022-04-25	1
5218	2374	2022-06-06		
5219	7049	2022-04-21	2022-06-06	1
5225	4492	2022-05-12		
5226	6070	2022-05-25	2022-05-31	0
5231	3863	2022-04-19	2022-04-27	1
5232	7304	2022-04-25	2022-06-02	1
5233	6947	2022-04-15	2022-04-21	1
5234	5026	2022-05-03	2022-06-14	1
5240	1091	2022-05-05	2022-05-26	1
5243	2963	2022-04-18	2022-05-02	1
5246	2592	2022-05-26		
5246	5575	2022-04-26	2022-05-10	0
5247	5280	2022-04-15	2022-05-05	0
5248	1218	2022-05-11		
5249	4848	2022-04-15	2022-05-02	1
5250	339	2022-05-20	2022-06-06	1
5251	1299	2022-04-18	2022-06-01	1
5252	3597	2022-05-04	2022-05-12	0
5254	3907	2022-05-17		
5259	5949	2022-05-19	2022-06-01	0
5260	1608	2022-05-17		
5262	1334	2022-04-18	2022-04-27	1
5264	5661	2022-04-19	2022-04-27	1
5267	3138	2022-05-26		
5273	2490	2022-06-14		
5277	496	2022-04-25	2022-05-05	1
5279	1442	2022-04-18	2022-05-11	1
5281	1814	2022-04-15	2022-05-02	0
5282	1519	2022-05-13	2022-05-17	1
5284	4123	2022-04-21	2022-05-12	1
