Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
3,12.9687,3.035607,2.301503,18.39722,81.347237,2.678223,1.556233,0.316684,1.144331,7.12351,0.601213,2.083753,635.913086
1,13.786548,1.313035,2.351907,19.432747,107.04837,2.7277,1.165635,0.348712,1.836587,5.280418,1.207557,2.761835,1278.676247
1,13.425244,1.724035,2.342227,18.233138,100.312304,2.721783,2.615864,0.246957,1.663515,8.631284,1.021749,3.039892,1173.816641
2,13.003006,1.119759,1.848611,14.773765,91.401395,1.626231,0.651106,0.277876,0.731153,4.034566,0.987278,3.100116,504.533656
2,11.948595,1.271408,2.20156,18.357148,81.275785,2.330286,1.763939,0.343702,1.152104,3.055294,1.265167,1.90117,705.992716
3,12.540041,3.686,2.347069,16.605924,91.233373,2.579138,0.300836,0.528358,0.875134,8.890478,0.638831,1.284649,523.639301
1,12.913759,1.675465,2.440507,12.94596,97.169863,2.288514,1.971177,0.278336,1.724682,5.453099,1.3116,3.067465,1015.116013
1,12.462412,3.135119,2.638948,21.156868,102.989101,2.397036,1.112294,0.399443,1.446138,5.983398,1.030042,3.231634,640.346207
1,13.924198,1.918464,1.819436,19.406058,103.528811,3.111266,2.524117,0.282195,1.314518,4.489235,0.967451,3.137563,1121.316843
1,13.409452,1.815523,2.305172,13.99049,96.539155,3.227234,2.89122,0.278022,1.922149,5.763443,1.013155,3.438558,949.617909
1,13.551398,1.624387,2.703289,19.021167,104.831288,2.852819,3.155327,0.338254,1.751499,5.340803,0.89409,2.627363,1349.736318
1,13.517486,1.994136,2.536679,14.10242,104.569376,2.243012,2.311997,0.271104,1.326745,5.283402,0.733392,3.042145,1101.269986
1,14.058461,1.734775,2.316983,18.94028,105.628318,2.56454,3.342205,0.241649,1.727428,6.154338,1.084669,3.249744,1373.179206
1,14.527692,1.813469,2.755758,17.730319,97.331824,3.51266,3.314881,0.200242,2.047153,5.461941,0.920797,2.80324,1289.738221
2,12.146126,1.281,2.526389,25.06396,128.452629,2.479698,2.858997,0.177012,2.399686,6.43323,1.284322,2.804077,634.086712
1,14.241881,4.162533,2.49623,18.138326,95.362764,2.256186,3.010759,0.2876,1.900798,4.757636,0.82927,3.53873,807.113329
2,12.837989,1.572429,2.561913,25.132084,103.397671,1.823246,1.820143,0.399252,1.943792,3.513019,1.195443,3.192606,340.952521
2,12.497934,3.143087,1.826357,19.295679,95.479345,2.156437,2.005476,0.256444,1.31933,1.612916,0.784268,3.484346,386.106523
2,12.498867,3.725446,2.24593,21.324723,79.135404,1.574106,2.012969,0.488815,0.636741,1.853963,0.780055,2.417111,567.081226
2,12.251027,0.983565,2.34209,22.829621,109.94884,1.413756,2.366607,0.493556,1.227842,2.968461,1.085885,2.875726,535.262661
1,14.200252,2.051903,2.353605,19.641044,94.946848,2.853731,2.902873,0.523405,1.694451,5.062965,1.049345,2.777183,1304.17578
2,11.748363,1.334367,2.240771,13.450645,90.766716,1.773047,1.044461,0.59973,1.481955,2.106899,1.074335,2.993497,641.388169
3,12.72957,4.25398,2.058054,20.990477,103.656054,1.485121,0.469632,0.39751,0.952986,10.899975,0.80462,2.444348,548.12761
3,12.487392,3.638151,2.379683,20.487251,90.843197,2.580711,1.009512,0.23354,1.615804,3.746863,0.578657,3.112545,645.409208
2,11.421465,1.458905,2.111268,18.275488,90.03872,1.580785,1.54214,0.21743,1.676658,4.751341,1.306115,2.286446,626.090969
2,12.022737,3.75435,1.751628,14.894423,86.08667,2.190785,2.174213,0.479588,1.198567,3.531121,1.089797,3.176859,573.916227
2,12.977904,1.641404,2.923821,18.904689,95.849808,3.370759,2.696532,0.184325,1.926783,4.365792,0.956996,3.056646,1049.950878
1,13.646982,4.517404,1.86511,14.015877,99.152395,2.518223,2.249826,0.28201,2.203253,3.44854,1.27365,2.784083,822.742467
1,13.489672,1.487518,2.392548,19.641585,88.941308,2.638693,3.333688,0.195303,1.962724,10.898566,0.726272,3.750177,1230.385298
2,12.360002,3.939412,2.218089,18.197802,105.223851,2.056467,1.151928,0.497123,0.848174,2.914683,1.050984,3.175154,534.166251
2,11.860765,1.245462,2.275998,21.360096,84.769049,2.707071,3.714563,0.34794,1.964935,2.299717,1.284536,3.580896,715.35568
2,13.380248,1.56641,2.544159,23.444791,96.870497,2.607351,2.198588,0.279881,1.891731,3.837498,0.585497,2.693189,353.889889
1,14.141678,1.792032,2.357045,12.846985,111.044068,2.532596,2.806047,0.552942,1.271411,10.197607,1.213675,2.722536,1588.936522
3,12.384848,2.946856,2.391993,19.642406,91.356533,1.721794,0.781433,0.255121,0.677811,6.337523,1.057978,1.620713,581.35594
3,12.291423,2.954853,2.115316,16.831381,107.770699,1.854642,0.451746,0.501929,0.736297,6.166372,1.004251,1.468679,620.480737
3,13.542777,4.381347,2.637973,17.68578,87.816424,1.98043,1.750483,0.452569,1.907821,5.187394,0.651895,1.419528,395.731596
1,13.657099,1.583743,2.34919,14.032909,98.698429,2.790526,2.873757,0.267817,1.865228,4.494675,0.902327,3.292324,904.371549
1,11.902406,1.757961,1.987012,14.253362,124.415843,2.876067,1.009886,0.337616,1.565329,5.600981,0.732095,2.904716,1080.454245
2,11.850307,1.503567,2.281116,21.313416,78.591504,1.860419,3.514729,0.24242,1.47345,3.761103,0.696385,2.974904,803.9088
3,12.936852,2.273031,2.214701,20.02331,106.848182,1.395039,0.620897,0.432637,1.582892,3.860915,0.608415,1.836008,742.844043
2,11.485535,0.798074,2.108832,17.455208,87.332662,2.206356,2.370559,0.401537,1.503261,2.352523,0.868677,3.52744,414.740706
2,12.483266,1.861095,2.111502,18.117866,96.878673,2.423012,2.223823,0.588393,1.647803,3.33957,0.84075,3.33265,621.955776
3,14.41042,3.979273,2.5535,16.542319,92.305987,1.268379,0.617098,0.308819,0.693787,10.872675,0.788707,2.458141,910.674268
1,13.731371,1.174992,3.022064,19.311804,103.320598,2.696188,2.830373,0.214359,2.589769,5.036057,1.078926,2.768682,1290.881153
3,13.236364,2.636385,1.737001,22.096249,98.940598,1.873902,0.653538,0.439756,1.307816,7.908474,1.352095,2.284131,1040.899538
1,14.031354,1.221866,2.25146,17.199512,105.085897,2.213835,3.071513,0.215479,2.55492,3.197842,1.300912,3.557865,993.447444
3,14.191773,3.632721,1.808429,21.314473,108.321069,1.44488,0.623953,0.580097,1.024274,10.771413,0.618727,1.604937,711.36641
2,12.76633,1.382249,2.435662,20.566324,120.03479,2.50023,3.88479,0.432444,2.147486,3.571742,0.801893,3.545879,634.860492
2,12.484661,1.694626,2.255577,20.420626,81.434218,2.638,2.847701,0.376646,1.463636,2.427234,1.282107,3.089067,474.888337
2,11.939071,2.671894,2.825173,24.361127,89.428795,1.531836,0.594193,0.305327,0.489803,2.032988,0.818296,3.073166,579.569213
2,12.665675,1.830071,1.870009,18.526018,95.1057,2.337224,2.949639,0.359524,1.789948,3.351955,1.26394,2.27219,679.77576
1,14.215321,1.508115,2.520993,21.134111,102.064016,3.254556,2.680408,0.284637,1.300144,6.268784,0.940579,3.005311,1116.338972
3,13.486254,2.012854,2.119164,17.003351,80.337656,2.497817,2.11722,0.581512,2.668324,4.870498,0.959397,2.833708,321.32026
3,13.733289,4.256063,2.067467,27.520823,109.014511,2.270356,2.707611,0.402543,1.080965,5.127019,0.679019,1.793824,819.744985
1,14.010616,1.554227,2.158632,17.205446,130.343665,3.474673,1.531866,0.293898,2.280042,4.836314,1.048741,3.087132,1193.895274
2,13.453555,1.792572,2.589133,21.501923,85.122738,2.587739,1.936969,0.323595,1.348247,2.661442,0.882252,2.723034,353.3623
2,13.28353,1.662777,2.006937,19.596808,108.346065,3.610905,2.050999,0.344546,2.429178,5.827737,0.9832,2.09472,996.803166
3,13.39104,2.719412,2.09953,12.586899,82.034743,2.82642,0.591066,0.275074,1.77184,8.616163,0.578886,1.616747,643.757716
1,14.430412,2.971356,2.475207,18.289812,98.140366,2.658572,2.893667,0.326745,1.49108,4.524495,0.923269,2.988144,1401.779731
1,13.129571,2.48987,2.258783,17.419272,107.124667,2.752413,0.56681,0.254428,1.196654,2.725269,0.861682,3.140047,679.808179
2,11.973729,3.685014,2.402796,18.934603,103.635597,2.594249,1.358766,0.490131,0.830679,5.259523,0.826333,2.06617,372.319963
3,12.327882,4.365916,2.330794,21.712244,88.556815,1.851819,0.650799,0.518805,0.93211,7.228004,0.786265,1.483783,529.234398
3,13.350448,2.383004,2.354763,21.681062,107.201244,1.433644,0.457711,0.198324,1.377317,6.969541,0.946861,2.338527,886.802027
2,12.520834,1.46773,2.200195,19.025355,89.459352,1.859111,1.69103,0.296136,1.371178,3.280372,1.254637,2.306424,563.818182
2,14.362204,4.018487,2.232737,18.311895,99.801566,2.763884,2.033689,0.509097,2.71742,3.534489,1.292427,2.108727,809.108847
2,12.216608,1.592704,2.380802,24.053128,127.21406,1.844978,2.487977,0.411816,1.944471,2.475828,1.33835,2.951773,447.60348
2,11.613695,1.258528,2.48778,12.735255,87.262487,2.783797,2.263445,0.554094,1.567077,1.840826,1.099519,2.695457,526.826472
2,12.724294,1.187502,2.574268,21.789204,111.457324,1.975232,1.482786,0.213696,1.281012,1.952393,1.140709,3.122676,697.832571
3,14.353238,3.997424,2.292251,23.690492,97.027837,1.325638,1.390151,0.190146,1.471004,5.971665,0.85041,2.52438,533.358115
1,13.429541,2.136595,2.24071,18.48142,87.676962,2.873983,2.652068,0.277952,1.750698,5.127034,1.19435,3.123464,1083.692713
2,13.991135,1.452168,2.276531,22.434482,107.891314,2.783459,0.79639,0.28139,1.316026,3.419968,0.904918,1.678115,669.19291
3,13.273868,1.804743,2.829782,26.29198,90.435624,1.477077,0.718957,0.305221,1.213006,3.294438,0.540608,1.445452,934.76302
2,13.377283,1.558011,2.246833,19.205488,107.837335,1.325316,2.138424,0.182886,2.926436,6.055773,0.99732,2.65461,921.979774
3,12.649091,3.198824,2.540666,24.329404,96.993861,1.640926,1.469124,0.21066,1.926679,4.101903,0.727471,1.401739,494.884088
1,12.72999,1.985299,1.875169,13.688792,109.963213,1.926083,2.158693,0.285447,1.689221,8.57605,1.073187,3.652862,490.815752
2,11.878064,0.942439,2.736143,24.106384,94.569175,2.766397,2.830323,0.233967,1.828122,3.217219,0.747862,2.75563,443.180347
1,14.008102,1.522414,2.905668,17.308589,102.832948,2.873091,2.552723,0.277447,1.259538,5.518058,0.947845,2.764128,1217.418623
3,12.987505,2.809403,2.825029,28.308568,90.995535,1.961149,0.791261,0.653058,0.911085,5.374056,0.62478,1.717415,604.811289
2,11.932464,0.988496,2.4794,21.016816,100.750511,2.171839,1.736436,0.676913,1.970855,2.417894,0.518201,3.533596,378.825111
3,14.521305,3.189333,2.879474,14.211775,84.225045,2.098492,2.836259,0.206247,2.066745,7.188807,0.62314,1.841294,382.38286
3,12.967988,4.242042,2.311807,19.727006,114.530595,2.189791,1.729797,0.252105,2.950919,4.837814,0.90045,1.717267,603.198662
1,14.192323,1.984161,2.418665,19.013378,126.621886,3.307844,1.324806,0.28574,1.711189,5.678468,0.965189,2.709121,1147.597268
3,12.044977,2.88896,2.417148,20.546165,89.303664,1.641162,0.730564,0.376774,1.221846,8.963863,0.665713,2.17408,549.248189
1,14.166307,2.282161,2.554676,11.733195,106.641405,2.847866,3.29383,0.244345,2.458605,4.847609,1.383652,3.572782,993.312171
2,11.751977,1.139495,2.206949,19.48957,86.478072,3.349087,2.035511,0.183303,1.601535,3.689372,1.109266,3.190182,958.54994
3,14.341076,5.394165,2.338315,20.59619,94.944137,1.742165,0.628978,0.623476,1.342265,8.323251,0.551293,1.170879,709.999063
1,13.652918,1.850161,2.918486,16.632776,105.054419,2.734417,3.038675,0.255393,1.96802,6.321701,1.280214,3.038526,1172.805168
1,14.15281,1.600903,2.251754,17.425062,108.294387,2.644349,3.280788,0.162926,2.568984,4.460627,1.064536,3.065614,1162.763093
1,13.048597,1.188219,2.58678,18.550417,110.163762,3.126873,3.596418,0.374851,2.421734,4.647707,1.112688,3.586647,966.147807
1,12.897616,1.170552,2.12217,24.893935,109.27746,2.519911,2.456146,0.263866,1.777593,4.935485,0.939142,3.74009,1052.838778
3,12.700656,4.521179,2.903723,26.018614,97.652419,2.244098,1.299218,0.171054,1.197389,5.687791,0.915671,1.927471,486.383574
1,13.768475,1.584969,2.379087,17.499669,133.138244,3.156018,2.968035,0.25103,3.020477,4.345593,1.051558,3.535715,1070.531343
1,13.170066,1.673174,2.62564,19.121715,147.390668,3.379009,2.691425,0.548376,1.918508,6.448589,0.975114,3.32308,845.65355
1,13.193206,2.829474,2.56675,21.264356,93.80076,3.364291,3.535021,0.353907,1.769049,8.987631,0.993585,2.719445,1135.117077
1,14.213452,3.051543,2.33787,17.295263,95.780916,2.960455,3.041072,0.271517,2.55095,4.293442,1.03647,3.431174,836.511859
2,12.07643,2.029885,2.203483,17.635574,78.869541,2.779393,2.427426,0.385364,1.244214,2.226206,1.111896,2.753175,348.631136
2,12.607835,2.809733,2.49044,14.463446,80.440475,1.428052,1.64424,0.577307,1.41457,2.187918,1.104173,3.548661,548.297536
1,13.016291,1.491281,2.018031,14.525904,107.959557,2.908309,3.094065,0.211353,1.750866,5.741801,0.731713,2.629417,971.27459
1,13.635418,1.943027,2.389368,17.288763,102.750174,2.525129,2.770646,0.333477,1.634622,5.91365,1.098195,2.834029,1434.594411
1,14.446798,1.915895,1.8239,15.988858,106.747509,2.348638,2.334041,0.432385,2.954189,6.001556,0.989006,2.682366,874.273353
2,12.499579,1.302846,2.795322,22.915827,104.215329,2.669787,2.372643,0.319897,1.596955,2.499162,0.87522,1.946917,463.985233
2,13.037729,1.692319,2.457194,27.496242,88.53751,2.986442,3.303059,0.448633,2.720771,3.671713,0.951762,2.896749,394.729576
2,14.082619,1.683879,2.524313,20.878237,93.569944,2.653062,1.969305,0.185014,1.757694,3.96694,1.280828,1.416579,464.150943
2,12.855242,1.588681,2.354456,17.19428,112.152059,2.244178,2.604171,0.434269,1.659672,2.35188,0.958215,2.064902,966.316824
3,12.522181,2.569326,2.137953,17.765104,86.536551,1.877333,2.072937,0.228325,0.822471,8.292788,0.6388,1.543495,530.453623
3,12.484541,2.817479,2.512333,23.029263,100.007133,1.482998,0.696891,0.593269,1.853314,6.723901,0.622903,1.445167,605.937891
3,13.383013,4.381436,2.875582,19.029411,127.412836,1.76114,1.381571,0.337235,1.319574,8.900964,0.705846,3.111512,949.380617
1,14.469911,1.068171,2.3868,17.66551,105.493275,2.457796,2.174002,0.284267,1.401256,5.602531,1.081893,3.474242,1218.928515
3,13.4989,2.093102,2.278164,22.274069,83.249568,1.49796,0.925421,0.278431,1.317354,10.552552,0.621896,1.556289,677.121046
3,12.339477,3.057835,2.353995,21.26086,100.717128,2.967263,2.435605,0.548527,1.241898,9.409054,0.86313,1.973219,598.608611
3,12.816008,3.126892,2.187222,18.004472,90.491233,2.074838,0.826246,0.286208,1.669512,7.441115,0.816722,1.551941,642.428329
3,12.543195,2.101002,2.515147,20.104421,102.450122,1.498994,0.620633,0.345053,0.864592,4.943425,0.814553,2.583377,560.679976
3,13.680668,3.74892,2.753389,21.240767,121.45316,1.74168,0.644438,0.361309,1.263812,6.641373,0.685322,1.876667,901.931887
2,11.806549,1.091238,2.218697,21.625159,78.634721,1.911395,1.191855,0.469654,0.779791,2.434467,1.101076,3.674472,489.388852
2,12.649005,4.274354,2.63779,17.742302,91.529926,1.3794,1.777165,0.527486,1.311603,4.642893,0.951749,2.115346,557.152587
2,12.907588,0.998916,2.262725,20.559072,85.553475,1.929875,2.083011,0.184975,1.634239,2.667703,1.213501,3.006685,389.741389
1,14.493288,0.894343,1.952058,13.231469,124.552586,2.781893,2.374319,0.3211,1.485622,3.398962,1.062868,3.609623,1013.97695
3,13.138948,3.419465,2.362228,17.406757,104.922576,1.846189,1.291583,0.284729,2.736557,9.402899,0.702417,2.019215,721.383469
2,12.931979,1.663159,2.605033,18.279168,90.273749,2.531371,1.841789,0.317769,1.459849,2.718087,0.905987,3.402062,773.705252
2,11.599223,1.21118,2.459549,28.136614,110.278749,1.745479,1.344325,0.438332,1.554055,4.814182,1.013549,2.099299,584.52079
2,12.557113,0.874856,2.170781,21.694375,80.563974,1.766799,1.385937,0.415559,1.596579,3.979626,0.949409,2.954558,620.277856
3,13.523775,2.313929,2.348998,16.667993,99.142935,1.411155,0.703432,0.412868,0.648461,5.096433,0.62297,1.900555,494.098602
3,13.288919,3.10946,2.307009,19.210675,124.078134,1.612882,0.543355,0.40371,1.865013,4.873756,0.941395,1.770837,566.538354
3,12.293042,1.342416,2.237542,19.478347,102.230219,1.267949,0.561881,0.563183,0.816214,6.351722,0.592667,1.829554,640.365029
2,12.347272,2.795691,2.272341,14.169424,102.256434,2.731594,3.642852,0.43157,3.002528,2.6866,1.331694,2.758712,848.503943
2,11.848259,1.332353,2.224301,17.008266,107.610637,1.341262,1.530605,0.405584,1.225792,3.024478,0.893545,2.309453,455.375663
1,13.484292,1.146966,2.259105,21.345032,117.367217,2.892353,2.195228,0.419894,1.641904,5.793528,0.890108,3.244219,1225.515809
2,12.14111,3.406976,2.350775,21.453831,84.547785,1.680662,1.403532,0.430725,0.411601,3.162377,1.03465,2.034549,521.778885
3,14.27688,4.284131,2.475318,22.89023,105.625586,1.891259,0.790991,0.279035,1.198286,11.756429,0.616223,2.898748,829.924469
2,12.063465,0.874056,2.340804,25.41223,87.349353,1.858578,1.064479,0.423267,1.494477,3.203696,0.96369,1.939146,606.723425
2,12.50404,4.267024,2.401332,21.862873,98.093155,3.847042,2.299986,0.38219,1.888112,2.253342,1.190623,2.884748,472.336807
2,11.950259,1.784932,2.527106,19.24877,99.460218,2.498989,2.149029,0.322901,1.53254,2.903147,1.087701,3.688709,657.83634
2,12.101998,2.851125,2.397484,21.687861,100.113001,2.695342,2.879936,0.201832,1.03847,2.51677,0.869794,2.868717,285.781684
3,13.582012,2.522139,2.402732,20.792482,82.88146,1.47813,0.605226,0.408095,0.625809,9.758075,0.664163,1.265973,632.761254
3,13.126835,3.61851,2.721773,12.55667,106.000621,2.031339,1.295533,0.234637,0.780352,9.008742,0.609687,2.574988,501.830163
1,14.053492,4.607752,2.388292,15.808981,96.245394,2.942538,2.692837,0.278503,1.527005,4.11984,1.054924,3.194297,993.266725
2,13.612069,3.381853,2.485677,26.434534,101.77827,2.717974,0.755748,0.579431,1.254941,3.28119,0.984002,3.65054,996.126433
2,11.994743,1.119145,1.979667,25.029055,98.997866,2.430402,3.037318,0.387992,2.021728,3.685076,1.137257,3.072988,290.693957
3,14.096455,3.971876,2.350806,20.637335,94.816023,1.097969,1.363053,0.551413,0.523223,4.935737,0.760871,2.787408,507.478175
2,12.03781,2.011159,2.302029,26.279205,78.54263,2.703537,3.337781,0.173635,2.803706,5.025372,0.77272,1.891494,430.846983
1,12.979144,1.595869,2.521032,15.239623,101.231919,2.749161,3.762487,0.333593,1.937926,6.192459,1.090486,2.944173,1446.626077
3,12.425975,2.294901,2.924798,20.858693,100.67721,1.81499,2.762398,0.306179,1.143092,9.920537,0.597982,2.141342,838.086048
3,13.539151,4.513805,2.88539,19.627592,105.347088,1.383798,0.612336,0.568604,1.244201,6.216173,0.688114,2.357132,548.769417
3,12.208376,2.818543,2.391175,18.876487,134.02087,1.779447,0.536321,0.618904,1.193518,11.045875,1.053696,1.617842,523.510707
2,12.800455,2.909734,2.813151,20.307097,97.647436,2.97991,2.55779,0.230891,1.865907,2.294883,1.302639,2.714327,354.195701
2,12.532199,1.362275,2.406066,21.594689,95.512945,2.499493,2.496728,0.420294,1.678496,5.203144,1.326349,2.870228,711.513576
3,12.975649,4.157538,2.256554,19.708433,106.469206,1.954412,2.793983,0.623008,1.854869,10.661013,0.602903,2.993788,868.009021
2,12.481643,1.810646,2.272346,11.922022,84.088196,1.573977,1.572972,0.30762,1.257381,4.886268,0.903306,3.615414,562.94275
2,12.345409,1.255444,2.462111,20.738718,89.348534,2.910423,2.731341,0.277753,1.255579,2.755192,1.133887,3.417142,714.2511
3,12.841513,4.200792,2.355267,21.307161,108.148468,2.272347,4.050262,0.506726,1.905987,8.565108,0.625821,2.091065,656.50365
2,12.570043,1.954437,2.29081,24.82106,95.880787,1.878494,1.251309,0.279797,1.362979,3.398038,1.214197,1.610857,695.64786
3,12.668308,4.340401,1.999151,18.492695,107.854794,1.568058,3.486925,0.428616,1.452559,4.661528,0.707592,1.592081,542.769685
1,13.805928,1.641644,2.563676,20.68186,117.340231,3.058029,3.453968,0.285215,2.569401,6.076828,1.105825,2.835392,1056.787597
2,12.008934,1.893264,2.5446,26.972118,95.273872,3.319093,0.699731,0.263121,1.251405,2.720376,1.266462,2.302672,672.366766
1,13.460116,1.697413,2.109349,13.826799,98.022316,3.297633,3.475766,0.315608,1.763005,3.183493,1.052306,3.327009,963.971504
2,11.664198,1.406523,2.353662,23.455704,74.994288,1.900525,2.190812,0.263852,1.563313,2.83129,0.948672,2.787633,346.911723
1,13.406086,1.66886,2.245922,17.703793,98.230009,2.795043,1.51458,0.274811,1.204427,5.990648,1.109749,2.881651,1375.756708
3,12.51137,1.597801,2.271574,17.107858,82.677365,2.756483,1.361559,0.63756,1.27102,3.295974,0.589316,1.275897,641.296816
1,14.049314,1.099591,2.331184,20.186354,93.084656,3.132182,2.837856,0.311081,2.112423,5.096612,0.770952,2.837546,1414.073676
3,12.907142,2.095407,2.169471,18.602739,106.881182,3.163725,2.528214,0.557372,1.789928,8.305832,0.565168,2.148716,686.800139
2,12.640914,1.405337,2.561527,18.083997,79.315475,2.819756,2.699872,0.224235,3.132902,4.664515,0.95797,2.262991,332.298044
2,13.25778,1.675107,2.386017,23.329094,109.497924,2.477923,1.689185,0.328013,1.670591,2.309608,1.063199,2.435908,487.543474
2,13.272591,0.76483,2.348074,21.503057,85.612347,2.456113,1.466652,0.363029,1.423894,3.45122,1.462572,2.736697,431.97016
3,13.017981,4.15311,2.402111,24.127186,96.401664,1.495944,0.661588,0.697224,1.315647,9.407589,0.930018,1.40149,694.754797
1,14.630292,1.452731,2.202778,17.601216,93.907018,2.532777,2.937062,0.342026,2.033642,5.703844,0.927638,3.04779,1369.36748
2,12.47982,2.026066,2.543522,17.739766,91.343478,2.163656,0.57694,0.139646,1.502067,2.325768,1.253638,3.566133,1356.396799
3,14.632212,2.592385,2.374723,17.905412,92.240969,2.239655,0.576372,0.189515,0.911772,10.551077,0.576042,1.660075,650.488301
1,13.045015,2.408194,2.359401,13.034214,105.258806,2.747516,3.770318,0.231326,1.807943,4.034271,1.423841,3.123147,616.52837
3,13.345667,2.410208,2.774106,22.592448,97.454259,1.978974,0.705034,0.602316,1.281605,9.289424,0.683513,3.061054,901.888241
3,12.250533,4.759721,2.225504,18.008357,99.098418,1.361245,3.431405,0.280211,1.710839,7.502986,0.723556,1.582708,663.982251
3,13.723923,4.672905,2.97481,21.543032,98.196103,1.479458,1.263135,0.405018,1.000634,6.505536,0.948041,2.151871,511.271737
1,13.195436,4.534749,2.380016,18.380925,105.962733,2.325376,2.749036,0.427092,2.02693,4.47566,0.965274,1.510729,895.961139
2,13.112922,1.593333,2.207361,21.094678,107.501301,3.357889,2.858603,0.413021,1.268648,5.633656,1.021985,3.177736,973.086819
1,14.281188,2.710107,2.205495,14.399633,104.692845,2.747602,2.759344,0.340803,1.333392,4.549711,0.93069,1.938521,1392.864214
2,12.550629,1.222064,2.218479,17.301258,82.228538,1.858022,2.050153,0.330345,1.86065,2.681105,1.066748,2.679346,271.690385
3,13.058658,2.185892,2.276071,23.688097,116.039128,1.241264,0.800864,0.534408,0.832211,8.748056,0.594845,1.777488,530.699069
1,12.928166,1.775418,2.187484,16.964609,108.773837,3.160247,2.724676,0.41621,2.925099,4.8155,0.934993,3.121002,1188.010004
1,13.031724,1.965498,2.723497,21.823409,100.464889,2.657168,2.514681,0.283536,1.364038,4.992193,1.102813,2.771572,897.54044
3,13.226459,1.753924,1.947243,23.973001,105.97303,1.917725,0.70383,0.614001,1.41077,9.316579,0.630479,1.588133,611.247556
3,13.60521,2.449659,2.52609,18.1134,96.054697,2.00661,4.264893,0.279491,2.026568,9.453121,0.644773,1.332583,719.206473
2,11.61811,0.908232,2.142008,17.857061,78.23087,1.96152,0.48131,0.326238,0.890628,3.657976,1.234451,2.801452,619.059682
2,11.795251,1.681251,2.381363,18.236763,79.911674,1.836503,2.39565,0.272292,1.51025,2.09787,1.062986,3.029976,600.62836
3,13.137814,3.165726,2.18171,19.664529,91.105193,2.451404,1.377596,0.275665,1.72667,8.906151,0.705486,1.267042,399.566889
2,11.6315,1.424442,2.508272,18.459114,92.882521,2.780923,2.804877,0.351133,1.254985,2.953472,1.206039,2.285991,296.487349
2,11.901028,1.159483,1.778591,17.764574,82.376706,2.202187,1.84717,0.213433,1.381534,2.442228,0.877768,2.059128,518.657179
2,11.63959,1.671254,1.850489,19.15902,87.100501,1.249386,2.476046,0.170083,3.202684,2.306274,0.869617,3.195165,562.649539
2,11.70801,1.402423,1.741335,18.051997,104.544979,2.221836,2.117869,0.452577,1.618667,1.889832,0.952964,3.315334,442.047071
2,12.346368,5.261938,2.607959,18.062292,77.302222,1.457121,1.634328,0.307709,1.350231,2.844423,1.081844,2.755192,555.50968
3,13.589016,1.659523,2.673478,19.198825,110.970581,1.792315,1.389205,0.355154,1.137033,3.092013,0.914203,1.678744,643.787979
1,13.800899,1.681142,2.577399,16.12344,105.223121,2.630952,3.941973,0.21349,2.559008,5.727453,0.966794,3.052867,1483.737704
3,13.265556,2.620523,2.589317,20.862162,122.117462,1.32243,0.620985,0.601332,0.858089,6.245762,0.597423,1.447409,570.879706
1,13.361587,1.679618,1.890091,17.735473,98.806825,2.731826,2.806579,0.317942,1.413801,5.561775,0.971217,3.589869,1094.553127
2,11.956796,1.515085,2.373162,21.381648,70.935006,3.262303,2.571603,0.175097,1.792983,5.094523,0.751098,2.169709,509.334725
1,12.536354,1.707427,1.93996,15.749164,100.915783,2.332026,2.612996,0.269502,0.973307,4.963673,1.0008,3.151391,886.8321
1,13.617557,1.597537,2.320686,16.514797,102.645695,3.165748,3.350845,0.20636,1.833639,5.369468,0.794374,2.86195,1087.263086
3,13.487781,5.120184,2.566054,20.400033,98.150283,2.259801,2.683145,0.267691,1.783242,6.234093,0.590937,2.287039,1029.189819
3,13.761363,1.072864,2.345206,17.770021,88.297306,2.041773,0.285029,0.409121,1.772134,9.714758,1.410623,1.604647,713.554044
2,12.425101,1.019215,2.40823,21.429232,86.780151,1.04926,2.853548,0.331773,1.621351,2.857705,1.100358,2.181258,416.608127
3,13.571565,3.354873,2.831604,20.67542,91.372319,1.254395,0.586838,0.676611,0.783057,2.064069,0.780373,1.437728,581.645251
3,11.964374,2.467414,2.56494,20.660172,83.275837,1.731101,0.505163,0.406201,0.92104,11.565263,0.503673,2.149506,666.889638
3,11.536567,2.685099,2.643908,19.00166,78.814605,2.704098,1.123734,0.352921,1.020246,9.218194,0.606898,1.771195,715.224315
2,12.41067,2.742323,2.228504,17.291491,91.323802,2.157582,2.064707,0.391796,2.35477,5.893434,0.789839,2.835962,315.382307
2,12.149072,1.324204,2.72482,17.415826,95.857687,2.670938,2.72847,0.341458,1.701273,3.658502,1.077201,3.667735,739.907924
1,14.119622,2.058366,2.491615,16.590482,103.851141,2.540518,2.327479,0.348053,1.301475,5.440642,1.064118,3.064546,1244.939911
2,13.112501,2.561245,2.382364,21.336714,91.039638,1.765248,1.846231,0.544358,1.916461,2.826229,1.479871,3.002188,457.590721
2,12.32319,1.290281,2.081688,17.045896,104.242885,2.76246,3.596686,0.388328,1.463702,2.61064,1.211092,3.085651,257.960329
3,13.316415,2.204441,2.476699,22.378835,99.000025,2.37207,3.468748,0.177713,2.171104,5.688385,0.820282,1.526095,524.940785
